,Velocity,Throttling,Acceleration_with_pitch_comp,Acceleration_measured,Pitch angle,k,i,j,h,d,a,b,c
23,0.06947368432424571,8.621052666714316,0.423323652123111,0.47292569624999997,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
24,0.07549999998882413,8.680000042915344,0.433718701123111,0.48332074524999996,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
25,0.07947368419876225,8.763157944930228,0.439651724373111,0.48925376849999996,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
26,0.08499999986961485,8.815000057220459,0.438867192373111,0.48846923649999996,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
27,0.08947368407327878,8.905263223146138,0.448771908873111,0.498373953,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
28,0.0959999998100102,8.965000081062318,0.448330609623111,0.49793265374999995,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
29,0.1010526313789581,9.047368501362048,0.45745079412311096,0.5070528382499999,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
30,0.1079999995417893,9.09000005722046,0.455293331123111,0.50489537525,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
31,0.11368421004398872,9.15789478703549,0.461765720123111,0.51136776425,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
32,0.12099999906495214,9.19500002861023,0.46264831862311095,0.5122503627499999,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
33,0.12736842006837068,9.268421072708932,0.464021249623111,0.5136232937499999,0.28999999165534973,544,2643,2476,1172,1153,822,3000,3000
34,0.1354999986477196,9.310000038146972,0.4637145035813364,0.51323102775,0.2894999921321869,544,2643,2476,1172,1153,822,3000,3000
35,0.1426315775239154,9.389473714326558,0.4624270925433327,0.5118580967499999,0.28899999260902404,544,2643,2476,1172,1153,822,3000,3000
36,0.15149999829009175,9.420000028610229,0.46589590675909337,0.515241391,0.2884999930858612,544,2643,2476,1172,1153,822,3000,3000
37,0.1594736824106229,9.484210566470498,0.4584303062286118,0.5076902704999999,0.28799999356269834,544,2643,2476,1172,1153,822,3000,3000
38,0.16899999799206852,9.510000038146973,0.46077135570188177,0.5099458,0.2874999940395355,544,2643,2476,1172,1153,822,3000,3000
39,0.1773684189507836,9.578947418614439,0.45570838442889644,0.50479730875,0.2869999945163727,544,2643,2476,1172,1153,822,3000,3000
40,0.1859999977052212,9.610000038146973,0.45491130590964957,0.50391471025,0.28649999499320983,544,2643,2476,1172,1153,822,3000,3000
41,0.19315789228207186,9.663157914814196,0.45122126564413434,0.50013915,0.285999995470047,544,2643,2476,1172,1153,822,3000,3000
42,0.2024999974295497,9.69500002861023,0.44718799263234454,0.49602035699999997,0.28549999594688413,544,2643,2476,1172,1153,822,3000,3000
43,0.20999999736484729,9.752631588986045,0.45149037212427345,0.5002372165,0.2849999964237213,544,2643,2476,1172,1153,822,3000,3000
44,0.21899999678134918,9.780000019073487,0.4427008738699147,0.49136219824999994,0.2844999969005585,544,2643,2476,1172,1153,822,3000,3000
45,0.22631578617974332,9.842105263157896,0.4412663631192617,0.4898421675,0.2839999973773956,544,2643,2476,1172,1153,822,3000,3000
46,0.23549999669194221,9.875,0.4426267476223079,0.49111703199999995,0.2834999978542328,544,2643,2476,1172,1153,822,3000,3000
47,0.24315789106645083,9.910526325828151,0.4394270398790469,0.48783180424999995,0.2829999983310699,544,2643,2476,1172,1153,822,3000,3000
48,0.25349999591708183,9.940000009536742,0.4404441916394722,0.488763436,0.2824999988079071,544,2643,2476,1172,1153,822,3000,3000
49,0.2615789429921853,9.978947388498407,0.43744061690357705,0.48567434125,0.2819999992847443,544,2643,2476,1172,1153,822,3000,3000
50,0.27099999524652957,10.02000002861023,0.44090943117135517,0.4890576355,0.2814999997615814,544,2643,2476,1172,1153,822,3000,3000
51,0.2789473635585685,10.052631629140754,0.4333457641928,0.4814084485,0.2810000002384186,544,2643,2476,1172,1153,822,3000,3000
52,0.28899999484419825,10.080000066757203,0.439413340717905,0.487390505,0.2805000007152557,544,2643,2476,1172,1153,822,3000,3000
53,0.2963157837328158,10.100000080309416,0.43209483999666365,0.47998648424999996,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
54,0.3054999940097332,10.125000095367431,0.43106514174666366,0.47895678599999997,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
55,0.3131578886195233,10.14736853147808,0.43533103449666366,0.48322267874999997,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
56,0.32299999371170995,10.185000085830689,0.43175160724666367,0.4796432515,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
57,0.3315789409373936,10.205263238204154,0.43881239524666366,0.48670403949999996,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
58,0.34149999246001245,10.230000066757203,0.43351680424666367,0.4814084485,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
59,0.3510526238303435,10.25263163917943,0.4382730294966637,0.48616467375,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
60,0.36049999371171,10.275000047683715,0.43028060974666366,0.47817225399999996,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
61,0.369999993004297,10.300000040154709,0.4327687590290694,0.48057488325,0.2795000016689301,544,2643,2476,1172,1153,822,3000,3000
62,0.3804999925196171,10.32000002861023,0.43280524581511587,0.48052585,0.2790000021457672,544,2643,2476,1172,1153,822,3000,3000
63,0.39052630804086985,10.347368441129985,0.42274088310479646,0.47037596724999997,0.2785000026226044,544,2643,2476,1172,1153,822,3000,3000
64,0.39999999180436135,10.365000009536743,0.42890652614810465,0.47645609024999996,0.2780000030994415,544,2643,2476,1172,1153,822,3000,3000
65,0.4110526230774428,10.394736842105264,0.4242358209450339,0.471699865,0.2775000035762787,544,2643,2476,1172,1153,822,3000,3000
66,0.42099999263882637,10.409999990463257,0.42579233849557774,0.47317086249999996,0.27700000405311587,544,2643,2476,1172,1153,822,3000,3000
67,0.43157893968255895,10.426315759357653,0.4130801802997297,0.46037318424999996,0.276500004529953,544,2643,2476,1172,1153,822,3000,3000
68,0.44049999341368673,10.439999961853028,0.4160096288574832,0.46321711275,0.27600000500679017,544,2643,2476,1172,1153,822,3000,3000
69,0.4510526249283238,10.468421032554225,0.4091324274188318,0.45625439125,0.2755000054836273,544,2643,2476,1172,1153,822,3000,3000
70,0.4604999929666519,10.47999997138977,0.4102601921688318,0.457382156,0.2755000054836273,544,2643,2476,1172,1153,822,3000,3000
71,0.4710526246773569,10.510526305750796,0.4072691639188317,0.45439112774999996,0.2755000054836273,544,2643,2476,1172,1153,822,3000,3000
72,0.47949999272823335,10.519999980926514,0.40241487216883176,0.44953683599999994,0.2755000054836273,544,2643,2476,1172,1153,822,3000,3000
73,0.4894736769952272,10.542105223003187,0.4059327197337688,0.45296916349999994,0.2750000059604645,544,2643,2476,1172,1153,822,3000,3000
74,0.4984999939799309,10.414999961853027,0.40052651580228793,0.44747743949999996,0.27450000643730166,544,2643,2476,1172,1153,822,3000,3000
75,0.5078947308816408,10.43684206510845,0.39183508412438256,0.43870048775,0.2740000069141388,544,2643,2476,1172,1153,822,3000,3000
76,0.5159999951720238,10.314999961853028,0.38392818445004623,0.430708068,0.27350000739097596,544,2643,2476,1172,1153,822,3000,3000
77,0.5247368373368916,10.331578907213713,0.3727486034500462,0.41952848699999995,0.27350000739097596,544,2643,2476,1172,1153,822,3000,3000
78,0.5334999948740006,10.0849999666214,0.3662146347792723,0.41290899825,0.2730000078678131,544,2643,2476,1172,1153,822,3000,3000
79,0.5431578896547619,10.07894734332436,0.34585328961205436,0.392462133,0.27250000834465027,544,2643,2476,1172,1153,822,3000,3000
80,0.5509999945759774,9.844999980926513,0.33690414554313036,0.3833419485,0.2715000078082085,544,2643,2476,1172,1153,822,3000,3000
81,0.5599999945414694,9.821052601462917,0.32355455539141126,0.36990683799999996,0.2710000067949295,544,2643,2476,1172,1153,822,3000,3000
82,0.5669999942183495,9.599999976158141,0.30868493449322215,0.35495169675,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
83,0.576315784140637,9.563157859601473,0.3006434814932221,0.34691024374999996,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
84,0.5844999954104424,9.349999976158141,0.28559027374322216,0.331857036,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
85,0.5936842058834276,9.289473659113833,0.27941208424322217,0.3256788465,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
86,0.6009999960660934,9.089999985694885,0.26283884574322214,0.309105608,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
87,0.6089473649075157,9.015789458626195,0.25612129049322213,0.30238805274999997,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
88,0.6154999971389771,8.824999976158143,0.23812608774322214,0.28439285,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
89,0.6242105239316037,8.721052596443577,0.22606390824322214,0.2723306705,0.27050000578165057,544,2643,2476,1172,1153,822,3000,3000
90,0.6299999982118607,8.544999957084656,0.20942909009368638,0.25561033224999996,0.2700000062584877,544,2643,2476,1172,1153,822,3000,3000
91,0.6378947355245289,8.436842040011758,0.20608228269766754,0.25217800474999996,0.26950000673532487,544,2643,2476,1172,1153,822,3000,3000
92,0.6429999992251396,8.274999928474426,0.19057522930515913,0.23658543124999998,0.269000007212162,544,2643,2476,1172,1153,822,3000,3000
93,0.6515789471174541,8.152631483579936,0.17003029755515914,0.21604049949999998,0.269000007212162,544,2643,2476,1172,1153,822,3000,3000
94,0.6574999988079071,7.959999918937683,0.15487902330515915,0.20088922525,0.269000007212162,544,2643,2476,1172,1153,822,3000,3000
95,0.665263157141836,7.805263092643337,0.14502334005515916,0.191033542,0.269000007212162,544,2643,2476,1172,1153,822,3000,3000
96,0.67049999833107,7.629999947547913,0.14448397430515914,0.19049417624999998,0.269000007212162,544,2643,2476,1172,1153,822,3000,3000
97,0.6778947365911383,7.468421007457533,0.1387710247855174,0.18461018624999997,0.2680000066757202,544,2643,2476,1172,1153,822,3000,3000
98,0.6824999988079071,7.309999966621399,0.12687988577983905,0.17254800674999998,0.26700000613927843,544,2643,2476,1172,1153,822,3000,3000
99,0.6899999976158142,7.1315789222717285,0.12116693628807207,0.16666401674999998,0.2660000056028366,544,2643,2476,1172,1153,822,3000,3000
100,0.6939999967813492,6.95499997138977,0.11732979641995399,0.16274135674999998,0.2655000060796738,544,2643,2476,1172,1153,822,3000,3000
101,0.6999999974903307,6.757894716764751,0.1163856183052942,0.1617116585,0.2650000065565109,544,2643,2476,1172,1153,822,3000,3000
102,0.7034999966621399,6.599999976158142,0.11799116919408614,0.16323168924999998,0.2645000070333481,544,2643,2476,1172,1153,822,3000,3000
103,0.7099999973648473,6.384210511257774,0.10776716073686947,0.15283664025,0.2635000064969063,544,2643,2476,1172,1153,822,3000,3000
104,0.7129999965429306,6.244999980926513,0.09621925454338179,0.1411176935,0.26250000596046447,544,2643,2476,1172,1153,822,3000,3000
105,0.7184210482396578,6.010526305750797,0.0850636143635709,0.12979101275,0.2615000054240227,544,2643,2476,1172,1153,822,3000,3000
106,0.7209999948740006,5.889999985694885,0.08631338644738484,0.13086974425,0.26050000488758085,544,2643,2476,1172,1153,822,3000,3000
107,0.7268420991144682,5.636842100243819,0.0909589991218199,0.13542983649999998,0.2600000038743019,544,2643,2476,1172,1153,822,3000,3000
108,0.7289999932050705,5.534999990463257,0.08431441797597325,0.12861421474999998,0.2590000033378601,544,2643,2476,1172,1153,822,3000,3000
109,0.7336842041266592,5.2631578947368425,0.07443364234362113,0.1185623985,0.2580000028014183,544,2643,2476,1172,1153,822,3000,3000
110,0.7354999929666519,5.179999995231628,0.06346158904528115,0.10733378425,0.2565000019967556,544,2643,2476,1172,1153,822,3000,3000
111,0.7405263091388502,4.889473689229865,0.05572573027701074,0.09934136449999999,0.2550000011920929,544,2643,2476,1172,1153,822,3000,3000
112,0.7424999922513962,4.825,0.054217094288634055,0.09757616749999999,0.2535000003874302,544,2643,2476,1172,1153,822,3000,3000
113,0.7463157804388749,4.657894736842105,0.05319879082997523,0.09630130299999999,0.2519999995827675,544,2643,2476,1172,1153,822,3000,3000
114,0.7479999899864197,4.604999995231628,0.045610031900858425,0.08845598299999999,0.2504999987781048,544,2643,2476,1172,1153,822,3000,3000
115,0.7521052517388996,4.426315784454346,0.03841353900110783,0.081002929,0.24899999797344208,544,2643,2476,1172,1153,822,3000,3000
116,0.7534999877214432,4.4,0.03175641188054756,0.07408924075,0.24749999716877938,544,2643,2476,1172,1153,822,3000,3000
117,0.7563157771763048,4.3473684160332935,0.02983156888604859,0.0720788775,0.24699999764561653,544,2643,2476,1172,1153,822,3000,3000
118,0.7574999868869782,4.314999997615814,0.02536954313604859,0.06761685175,0.24699999764561653,544,2643,2476,1172,1153,822,3000,3000
119,0.7605263026137101,4.257894729313097,0.018161655386048588,0.060408963999999996,0.24699999764561653,544,2643,2476,1172,1153,822,3000,3000
120,0.7614999860525131,4.229999995231628,0.01346700963054756,0.0557998385,0.24749999716877938,544,2643,2476,1172,1153,822,3000,3000
121,0.7647368280511153,4.168421042592902,0.011861458628270358,0.05427980775,0.24799999669194223,544,2643,2476,1172,1153,822,3000,3000
122,0.7654999852180481,4.149999988079071,0.012021104629223504,0.054524974,0.24849999621510505,544,2643,2476,1172,1153,822,3000,3000
123,0.7668420892012747,4.0894736616235035,0.009238755633413483,0.05182814525,0.2489999957382679,544,2643,2476,1172,1153,822,3000,3000
124,0.7679999858140946,4.074999976158142,0.00503444239084682,0.047709352249999996,0.24949999526143074,544,2643,2476,1172,1153,822,3000,3000
125,0.7694736687760604,4.010526280654104,0.004176936160599255,0.04702288675,0.2504999957978725,544,2643,2476,1172,1153,822,3000,3000
126,0.769999983906746,3.999999964237213,0.0017993991934033074,0.0448163905,0.25149999633431436,544,2643,2476,1172,1153,822,3000,3000
127,0.7715789299262198,3.936842077656796,-0.0028952467877191995,0.040207265,0.2519999973475933,544,2643,2476,1172,1153,822,3000,3000
128,0.7719999819993972,3.9299999713897704,-0.004733417985239977,0.0385401345,0.2529999978840351,544,2643,2476,1172,1153,822,3000,3000
129,0.7736841910763791,3.863157874659488,-0.008434852669578871,0.035009740500000004,0.25399999842047694,544,2643,2476,1172,1153,822,3000,3000
130,0.7739999800920486,3.859999978542328,-0.008152047921257191,0.035549106250000004,0.2554999992251396,544,2643,2476,1172,1153,822,3000,3000
131,0.7757894522265384,3.78947367166218,-0.010909304642983182,0.0330484105,0.25700000002980233,544,2643,2476,1172,1153,822,3000,3000
132,0.7759999781847,3.789999985694885,-0.01219556383458098,0.032018712250000005,0.258500000834465,544,2643,2476,1172,1153,822,3000,3000
133,0.7763157675140783,3.7631578696401498,-0.01660740466543965,0.027948952500000002,0.26050000116229055,544,2643,2476,1172,1153,822,3000,3000
134,0.7759999781847,3.764999973773956,-0.01715816503605457,0.027654753,0.2620000019669533,544,2643,2476,1172,1153,822,3000,3000
135,0.7763157675140783,3.736842067618119,-0.012315267875955167,0.032754211,0.263500002771616,544,2643,2476,1172,1153,822,3000,3000
136,0.7759999781847,3.7399999618530275,-0.014974457934965574,0.030351581750000002,0.2650000035762787,544,2643,2476,1172,1153,822,3000,3000
137,0.7763157675140783,3.7105262655960884,-0.01758461458547494,0.02799798575,0.26650000363588333,544,2643,2476,1172,1153,822,3000,3000
138,0.7759999781847,3.70999995470047,-0.02298966645474249,0.0228494945,0.268000003695488,544,2643,2476,1172,1153,822,3000,3000
139,0.7763157675140783,3.715789431019833,-0.016283505542592374,0.029812216,0.26950000375509264,544,2643,2476,1172,1153,822,3000,3000
140,0.7759999781847,3.714999961853027,-0.015964213501907857,0.030302548500000002,0.2705000042915344,544,2643,2476,1172,1153,822,3000,3000
141,0.7763157675140783,3.721052596443578,-0.017802384447129668,0.028635418,0.2715000048279762,544,2643,2476,1172,1153,822,3000,3000
142,0.7759999781847,3.7199999690055847,-0.0257697116282057,0.02083913125,0.27250000536441804,544,2643,2476,1172,1153,822,3000,3000
143,0.7763157675140783,3.7263157618673226,-0.025793652295083853,0.020986231,0.2735000059008598,544,2643,2476,1172,1153,822,3000,3000
144,0.7759999781847,3.7249999761581423,-0.02346399694771202,0.023486926749999998,0.27450000643730166,544,2643,2476,1172,1153,822,3000,3000
145,0.7763157675140783,3.731578927291067,-0.02379468326623113,0.0232417605,0.2750000059604645,544,2643,2476,1172,1153,822,3000,3000
146,0.7759999781847,3.7299999833106994,-0.029420960581168207,0.01770100325,0.2755000054836273,544,2643,2476,1172,1153,822,3000,3000
147,0.7763157675140783,3.7368420927148116,-0.03465497189251676,0.012552511999999998,0.27600000500679017,544,2643,2476,1172,1153,822,3000,3000
148,0.7759999781847,3.749999988079071,-0.0359047435044222,0.0114737805,0.27700000405311587,544,2643,2476,1172,1153,822,3000,3000
149,0.7763157675140783,3.7578947293130973,-0.030191793601895344,0.017357770499999998,0.2780000030994415,544,2643,2476,1172,1153,822,3000,3000
150,0.7759999781847,3.759999990463257,-0.028254403934884088,0.01946620025,0.2790000021457672,544,2643,2476,1172,1153,822,3000,3000
151,0.7757894522265384,3.7684210476122404,-0.03137998547093053,0.01642613875,0.2795000016689301,544,2643,2476,1172,1153,822,3000,3000
152,0.7754999786615372,3.769999992847443,-0.03092613975333633,0.0169655045,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
153,0.7752631369389986,3.7789473659113835,-0.03220100425333633,0.01569064,0.2800000011920929,544,2643,2476,1172,1153,822,3000,3000
154,0.7749999791383744,3.7899999976158143,-0.034431440807199974,0.0136312435,0.2810000002384186,544,2643,2476,1172,1153,822,3000,3000
155,0.7747368216514587,3.784210518786782,-0.04190843509642292,0.006325289249999999,0.2819999992847443,544,2643,2476,1172,1153,822,3000,3000
156,0.7744999796152114,3.7899999976158143,-0.05110159312095305,-0.0026968287499999997,0.2829999983310699,544,2643,2476,1172,1153,822,3000,3000
157,0.7742105063639189,3.7947368370859245,-0.05421462838560799,-0.005638823749999998,0.28399999886751176,544,2643,2476,1172,1153,822,3000,3000
158,0.7739999800920486,3.8,-0.05208110588546586,-0.0033342609999999994,0.28499999940395354,544,2643,2476,1172,1153,822,3000,3000
159,0.7736841910763791,3.8052631553850675,-0.05190891337047461,-0.002991028249999999,0.2859999999403954,544,2643,2476,1172,1153,822,3000,3000
160,0.7734999805688858,3.810000002384186,-0.06002334009058208,-0.010934414749999998,0.28700000047683716,544,2643,2476,1172,1153,822,3000,3000
161,0.7731578757888392,3.8105263208088123,-0.06813776679573619,-0.01887780125,0.28800000101327894,544,2643,2476,1172,1153,822,3000,3000
162,0.7724999815225602,3.8150000095367433,-0.07408218394788105,-0.024565658249999997,0.2895000010728836,544,2643,2476,1172,1153,822,3000,3000
163,0.7715789267891332,3.815789486232557,-0.07272064681608784,-0.022947561,0.29100000113248825,544,2643,2476,1172,1153,822,3000,3000
164,0.7699999809265137,3.8200000166893004,-0.07121200990018066,-0.021182364,0.2925000011920929,544,2643,2476,1172,1153,822,3000,3000
165,0.7694736656389738,3.8210526516563013,-0.07651899469998372,-0.026232788749999996,0.29400000125169756,544,2643,2476,1172,1153,822,3000,3000
166,0.7679999828338623,3.825000023841858,-0.07986464946532112,-0.029321883499999996,0.29550000131130216,544,2643,2476,1172,1153,822,3000,3000
167,0.7673684044888145,3.826315817080046,-0.08943752694601709,-0.038638201,0.2970000013709068,544,2643,2476,1172,1153,822,3000,3000
168,0.7659999847412109,3.830000030994415,-0.0885788687487721,-0.037608502749999995,0.29800000190734866,544,2643,2476,1172,1153,822,3000,3000
169,0.7652631433386552,3.8315789825037907,-0.09262353553600061,-0.04148212949999999,0.29900000244379044,544,2643,2476,1172,1153,822,3000,3000
170,0.7639999866485596,3.8350000381469727,-0.09102937855765057,-0.039716932499999996,0.3000000029802322,544,2643,2476,1172,1153,822,3000,3000
171,0.7631578821884958,3.8368421479275354,-0.10133775468336703,-0.049768748749999994,0.3015000030398369,544,2643,2476,1172,1153,822,3000,3000
172,0.7619999885559082,3.8450000405311586,-0.10723313827373865,-0.055407572499999995,0.30300000309944153,544,2643,2476,1172,1153,822,3000,3000
173,0.7615789363258764,3.847368466226678,-0.10881359582858957,-0.05673147024999999,0.3045000031590462,544,2643,2476,1172,1153,822,3000,3000
174,0.7604999899864197,3.855000042915344,-0.10540520851362604,-0.053152042999999996,0.30550000369548796,544,2643,2476,1172,1153,822,3000,3000
175,0.7599999904632568,3.857894784525821,-0.10846921018274527,-0.056045004749999995,0.3065000042319298,544,2643,2476,1172,1153,822,3000,3000
176,0.7589999914169312,3.875000035762787,-0.10829701733589515,-0.05570177199999999,0.3075000047683716,544,2643,2476,1172,1153,822,3000,3000
177,0.7584210446006373,3.884210561451159,-0.11676722290403074,-0.06408645774999999,0.3080000042915344,544,2643,2476,1172,1153,822,3000,3000
178,0.7559999912977219,3.9000000238418577,-0.11356751496815445,-0.06080122999999999,0.3085000038146973,544,2643,2476,1172,1153,822,3000,3000
179,0.7552631497383118,3.910526338376497,-0.11880152602825982,-0.06594972125,0.3090000033378601,544,2643,2476,1172,1153,822,3000,3000
180,0.7524999916553498,3.925000011920929,-0.10849199683434027,-0.05555467224999999,0.30950000286102297,544,2643,2476,1172,1153,822,3000,3000
181,0.7515789395884463,3.9368421153018347,-0.11132337863638933,-0.058300534249999994,0.3100000023841858,544,2643,2476,1172,1153,822,3000,3000
182,0.7489999920129776,3.9650000095367433,-0.10573358813638933,-0.05271074375,0.3100000023841858,544,2643,2476,1172,1153,822,3000,3000
183,0.7478947294385809,3.97894737595006,-0.10893329608434027,-0.05599597149999999,0.30950000286102297,544,2643,2476,1172,1153,822,3000,3000
184,0.7454999923706055,4.0050000071525576,-0.11178977127825981,-0.058937966499999994,0.3090000033378601,544,2643,2476,1172,1153,822,3000,3000
185,0.7442105192887155,4.021052636598286,-0.11061297327825981,-0.057761168499999994,0.3090000033378601,544,2643,2476,1172,1153,822,3000,3000
186,0.7419999927282334,4.060000014305115,-0.11389820102825982,-0.061046396249999996,0.3090000033378601,544,2643,2476,1172,1153,822,3000,3000
187,0.7405263091388502,4.063157909794858,-0.10737677877825982,-0.054524974,0.3090000033378601,544,2643,2476,1172,1153,822,3000,3000
188,0.7384999930858612,4.105000019073486,-0.11096875271815446,-0.05820246774999999,0.3085000038146973,544,2643,2476,1172,1153,822,3000,3000
189,0.7368420989889848,4.121052654165971,-0.10705863940403074,-0.05437787424999999,0.3080000042915344,544,2643,2476,1172,1153,822,3000,3000
190,0.7349999934434891,4.160000026226044,-0.11385032100888506,-0.06134059575,0.3070000037550926,544,2643,2476,1172,1153,822,3000,3000
191,0.7331578888391194,4.178947398537083,-0.10964600818274528,-0.057221802749999995,0.3065000042319298,544,2643,2476,1172,1153,822,3000,3000
192,0.7304999947547912,4.215000033378601,-0.11196311760261318,-0.059624432,0.3060000047087669,544,2643,2476,1172,1153,822,3000,3000
193,0.7284210481141743,4.2263158246090535,-0.10957303501849527,-0.057319869249999995,0.3055000051856041,544,2643,2476,1172,1153,822,3000,3000
194,0.7254999965429306,4.2600000381469725,-0.10679068643039805,-0.0546230405,0.30500000566244123,544,2643,2476,1172,1153,822,3000,3000
195,0.7231578921016893,4.278947403556423,-0.10724453233832805,-0.05516240625,0.3045000061392784,544,2643,2476,1172,1153,822,3000,3000
196,0.7204999983310699,4.310000038146972,-0.10474383658832805,-0.05266171049999999,0.3045000061392784,544,2643,2476,1172,1153,822,3000,3000
197,0.7178947360892045,4.331578982503791,-0.10116440933832804,-0.04908228325,0.3045000061392784,544,2643,2476,1172,1153,822,3000,3000
198,0.7155000001192093,4.360000038146973,-0.10225568749229177,-0.05025908125,0.3040000066161156,544,2643,2476,1172,1153,822,3000,3000
199,0.7126315800767196,4.384210561451159,-0.09848012724229177,-0.04648352099999999,0.3040000066161156,544,2643,2476,1172,1153,822,3000,3000
200,0.7105000019073486,4.410000038146973,-0.10456025024229178,-0.05256364399999999,0.3040000066161156,544,2643,2476,1172,1153,822,3000,3000
201,0.7078947393517745,4.436842140398528,-0.10039242399229178,-0.04839581774999999,0.3040000066161156,544,2643,2476,1172,1153,822,3000,3000
202,0.7060000032186509,4.460000038146973,-0.10318731924229178,-0.051190713,0.3040000066161156,544,2643,2476,1172,1153,822,3000,3000
203,0.7042105292019091,4.489473719345896,-0.10297863958832805,-0.0508965135,0.3045000061392784,544,2643,2476,1172,1153,822,3000,3000
204,0.7025000035762787,4.5100000381469725,-0.10071056343039805,-0.0485429175,0.30500000566244123,544,2643,2476,1172,1153,822,3000,3000
205,0.7005263190520438,4.542105298293264,-0.09905597958832804,-0.046973853499999996,0.3045000061392784,544,2643,2476,1172,1153,822,3000,3000
